overall_entropy,grad_entropy,l1_entropy,l1_grad_entropy,l2_entropy,l2_grad_entropy,num_steps,success
0.9226023317235675,0.37928646480489764,0.6139038894233444,0.2509663929447112,1.3098671857481354,0.515777774544822,21000,True
0.6015715000645848,0.5712611755201874,0.3168039443381238,0.14654227668748815,1.0345505484399404,0.4253169437655433,32000,True
0.9325492323765244,0.20309650292655296,0.7255978585567884,0.2974997108717478,1.0625736828115981,0.3065611778903882,7000,True
0.8361710770338188,0.2700083667149908,0.5594468751910932,0.2119424750736258,1.0475907921846062,0.5335790042112717,7000,True
0.6183007312053721,0.6431748494747583,0.456368925670074,0.4793182928961842,0.9017268556170317,0.7707062826441851,16000,True
1.0574307119660546,0.554081487353502,0.6337892321892805,0.3610856163870957,1.3081547007850356,0.7980230583650462,12000,True
0.9377225286600122,0.43940630751190535,0.7073558444969283,0.4108469738694747,1.2041192370305152,0.4528464618377915,10000,True
0.9031650055913106,0.37090775647475377,0.570501432276537,0.31531857078811937,1.2115795410445664,0.5054396372315948,7000,True
0.9045642642103466,0.2745575247561924,0.4920276161308242,0.13737732256007565,1.1908503603871265,0.4016483592989577,59000,True
0.8809073516544483,0.25305805094404354,0.5205970179198864,0.45399443235972836,1.0978653686482325,0.3457493016931503,31000,True
0.9457768439961058,0.36678750016721057,0.7145708892660543,0.43170119646732497,1.1974724124035707,0.4601755584101972,67000,True
0.5244617380182405,0.5394960288903486,0.29113166413117475,0.13420868869569194,0.9635223248108881,0.33426529747075207,13000,True
1.244835974811087,0.515794672986711,0.7546639216319825,0.4433792021859148,1.3347052986673171,0.7023023741179631,8000,True
1.0329910328249903,0.38928437220671624,0.780460239017543,0.3082539773211554,1.277760762988223,0.5998112109514222,29000,True
0.9768787474291875,0.5533517404141124,0.7614219990724047,0.486067960305145,1.315183918930973,0.7179661164903595,8000,True
0.8966759901692655,0.28485247974409844,0.5759861125107874,0.1967502068502811,1.1900488291324907,0.4212939449903153,9000,True
0.9846235549514731,0.3323444586862987,0.5192328488263526,0.21784832118829497,1.1598966847809886,0.33208844035562457,21000,True
0.7681600407792879,0.34273302929346267,0.40753581857630133,0.4819759216429297,1.0869536953180214,0.47120438220078664,5000,True
0.7533705156907247,0.1684203587369249,0.3854861189680974,0.11618093293455761,1.022154271225129,0.22132857393779304,4000,True
1.131681444195874,0.5501243669897439,0.8869190725072147,0.4314815770926004,1.4197355505272289,0.9202005638306031,6000,True
1.108297152585079,0.5642845797730501,0.7868911744748568,0.4528310079203697,1.3573864718503361,0.6817759760003176,10000,True
0.8564115799250349,0.2559444225301652,0.5994135225507915,0.19827122444750536,1.0849939228099648,0.3033398483409331,14000,True
0.7865466899888361,0.4053904414524862,0.4082347536908735,0.28757962051083164,1.1578733308941103,0.5519269485593994,4000,True
0.876076770690908,0.4075124032702742,0.7023081459371525,0.35023957756455726,1.1003842185653507,0.5166953928975379,6000,True
0.9098690732754897,0.6009362315351772,0.5755040523314396,0.41564102844778006,1.1771748089597238,0.7439488643416391,9000,True
0.9097150445125849,0.25235071776122353,0.6401295048708779,0.2831696151234171,1.0380974536271368,0.4408108326789505,5000,True
0.9494342928086628,0.48469147547843616,0.5380756361548045,0.3256058725369288,1.0772596207732752,0.6572198844531285,40000,True
0.9429255877693955,0.47948672003428183,0.751609037965101,0.40979174447369315,1.1272943530539894,0.5630434139103988,34000,True
0.8922962047294254,0.3728478959886176,0.7197300502368017,0.5133960029476622,1.0594132142729265,0.4740834377611257,39000,True
0.9131526050706645,0.5650809106959012,0.5837847739898556,0.3589962204274391,1.1936923513580207,0.595261390401456,3000,True
1.0364530788556103,0.41879901655724516,0.80374312749673,0.3700271710443774,1.3175845783033129,0.6320120225535671,6000,True
0.8238125285002261,0.2689610440696279,0.6343446478579385,0.19040130862738974,1.0346939159386697,0.38528145293756755,40000,True
0.8264776909247491,0.2921928554003687,0.5672939733540295,0.3463667029520952,1.0445103095112591,0.4287070523551445,4000,True
0.6933782269172435,0.27232920588319554,0.466341770434488,0.27591842115534876,1.0917572517033067,0.44559023537809606,11000,True
0.9784757270027999,0.36043167051850583,0.748424841979201,0.25690342748571166,1.2053593134110339,0.642526411836937,10000,True
0.8675622350500135,0.4886478359247154,0.45969018631351877,0.3140697239004415,1.1669953614495614,0.908669196656307,6000,True
0.5767774346396227,0.35632802951825376,0.2970272442061261,0.18258593369702325,0.9942086985509941,0.6737006031800897,13000,True
1.057574757930588,0.4227656081611875,0.826758208837972,0.38436151532120505,1.1924850349723597,0.5578757270138647,8000,True
0.8522239088821105,0.36699019160251833,0.6442489700066641,0.30826722244082677,1.094513661728869,0.4923948193308458,4000,True
0.6402965825808307,0.38950088724738824,0.43985112559847905,0.5165538313294309,0.8507582891259207,0.50798822474023,27000,True
0.8086032231774316,0.432365401490023,0.33658561042623075,0.20583923940166818,0.8532908368961066,0.5975614921757503,7000,True
0.8793376360821984,0.29604692700075197,0.6337643600913784,0.33136071375944115,1.100719444809559,0.4434867803694772,22000,True
0.8339004444111343,0.38878535775010853,0.6391370810266137,0.2156910500240506,1.085902122244453,0.4350632087847812,9000,True
1.1017908659654585,0.4529219470168358,0.667387592589282,0.3257172747906985,1.3469945991089847,0.6852671191549771,7000,True
0.9373614006999865,0.5879211205942938,0.49487216927351874,0.3792913090549807,1.0822415888164096,0.7215923970321099,5000,True
0.8701660553077117,0.4230095082411383,0.536969590408492,0.39268377849563735,1.2055050397569615,0.712341620666156,7000,True
1.066933738613113,0.24192810161315348,0.5321177963373642,0.20252636928681864,1.1682559375132535,0.8985057559399322,3000,True
0.7049809212254086,0.49373992492001006,0.38054228851460997,0.20003237315594505,1.0799342892068744,0.4328417207343404,6000,True
1.079678631332847,0.49420070497741964,0.7865314680338878,0.4686777759476021,1.336870889131971,0.7510633779732035,7000,True
0.6985252930646552,0.19779457677425008,0.5205178958841199,0.23812727035055897,1.0821280035298662,0.27479847029452786,11000,True
0.9622931744431052,0.4040788341862164,0.7254369612502642,0.5421688477524523,1.2859677396371743,0.5446641013302772,37000,True
0.8400355854222914,0.3610368147762087,0.7156638130333696,0.6669305626204352,1.0689598891620253,0.48589446124251845,6000,True
0.9336523984053233,0.27162822924354035,0.5801333512535973,0.20852217107615229,1.2032458381477251,0.4762593576224493,5000,True
0.8071431385171188,0.3079131274173716,0.5208459556419992,0.31690202640782567,1.0170796509589495,0.43718425822243173,10000,True
0.9167496720110232,0.3364499185608791,0.6243787113127078,0.20247521427401582,1.1648857645423125,0.4627649770785877,4000,True
1.0555332532200987,0.34502825030105183,0.5331913141465967,0.2127579069164674,1.140863310810086,0.6758699619078823,6000,True
0.8057148801179164,0.59679158170638,0.46445615107245647,0.1774982153384277,1.240302592138466,0.6863731618790592,6000,True
0.886375177956257,0.16489243881379298,0.7147019405342302,0.266119939789288,1.096930375077906,0.2349859560308594,6000,True
1.117513274135653,0.45991026358431725,0.8354646265338194,0.532188410160174,1.4046415457171046,0.7226929745850241,5000,True
0.9144494397892857,0.42794201116569297,0.49877826138479703,0.5744120369162975,1.3412274999024512,0.5319041855978686,12000,True
0.9308695659966985,0.3461244542325609,0.3855461433571396,0.2381618021025028,1.0744440998679339,0.46437855743973244,4000,True
0.9065197386810209,0.2414193055451203,0.6916260296944251,0.5251078845100332,1.1086217814682278,0.3553886097238486,17000,True
0.7796140545849626,0.1671134700873213,0.36483030751895484,0.136042278733142,0.8820027274713347,0.3270748196097565,12000,True
0.857641725976308,0.331771251124673,0.6480548686438898,0.452344920766553,1.1604632168859261,0.4731713988000355,8000,True
0.966470653036536,0.32770636197813435,0.49192099173250897,0.21861514784682562,1.0644948640081544,0.349619678016437,9000,True
0.8509472165706742,0.36727291596499495,0.4198273849992992,0.2460484275389147,1.0388701050952105,0.5483237529843091,47000,True
0.9635334933393047,0.3833213417100879,0.5966101954883443,0.31268681788794833,1.1752605667089921,0.4796562491265797,5000,True
0.7562154797224472,0.24750562784149815,0.30554402368488215,0.4341991397101855,1.2617168329958983,0.6602399796817412,7000,True
0.8488656141029818,0.18718649586373004,0.3420485725192463,0.2129219810953407,0.9169986341302748,0.290776710454599,16000,True
0.9438863458823804,0.30100132901784615,0.46668191268700393,0.20175442485509285,1.1179405285075068,0.32673318087124803,12000,True
0.6664402501065204,0.5403847433852805,0.47912268850632356,0.22266631348393354,0.9210440037745027,0.7189559263503411,7000,True
1.077105613129472,0.6911197815950304,0.659631083568624,0.536758262172529,1.2753677654599316,0.8928794944388929,8000,True
0.6430458541854097,0.5814695594548115,0.3758253726154128,0.26766018658086077,1.013056302088028,0.548417935851853,7000,True
1.1024026285096207,0.7002588603178187,0.8009913236355448,0.34598741484135515,1.3565994873734766,0.8139052817541044,10000,True
1.0038689441376805,0.27022914177826973,0.478607696003021,0.20718140520115072,1.0563839389662397,0.3864627412422215,7000,True
0.9729246652283228,0.4350984476127776,0.6147691508403715,0.31501010685189895,1.3154897489931443,0.5233170405813103,12000,True
1.020326122703685,0.49392121583331405,0.8440047086451167,0.49462260020868715,1.3311398189595385,0.9378840419285299,7000,True
0.9285114395957421,0.2666060846115741,0.5869361711563742,0.34152284061043375,1.1611436478249972,0.5336679007614611,6000,True
0.9444573418379238,0.4975934888108032,0.7114389920339751,0.3684831811945446,1.1875770470133669,0.6067660980164151,8000,True
0.9405402430830218,0.5582883470697223,0.5920352739667047,0.5478806943248626,1.2284530228681583,0.42666722085238695,4000,True
1.0909422934266968,0.5504850187667911,0.7888418898723585,0.3357998993971112,1.353849271756795,0.7347144498982786,4000,True
0.7318593329942779,0.338649866210012,0.40597467058454495,0.28500794725134426,1.0687366043234754,0.6538616883075764,11000,True
0.8828825432437751,0.3959597711021154,0.4294490061423736,0.23723617083419044,1.184085153546397,0.49234865419587037,16000,True
1.0813959289575759,0.3602291957585196,0.5641208106758663,0.2340075801563949,1.2393024289749937,0.4836496620928756,5000,True
0.5575003592378424,0.300345171872863,0.2917425852410559,0.3079745662625796,1.0860795749463195,0.4853682654736494,4000,True
0.9993610303986564,0.3626463843333668,0.686879536339255,0.5824790774982697,1.2618694357559812,0.545878752108522,8000,True
1.0453795964518604,0.4262957638511033,0.6277701309424555,0.3163904533645932,1.3377909376404553,0.7093213886323338,11000,True
0.8736111886840414,0.4688102210621478,0.6620468365665891,0.2681878694141683,1.1934835830195514,0.4765872044374482,11000,True
0.8517196570669386,0.6297305575002716,0.5799983973894428,0.40914468940999515,1.0527685719131739,0.773653777068333,5000,True
1.1246019495985242,0.30908963921727445,0.7449369885417806,0.23323403661039183,1.3421955815485127,0.5423044790866205,46000,True
0.806773695467888,0.6039663773388134,0.5514935484394462,0.2683709056026616,1.0003554214497001,0.764813988268633,7000,True
0.6423547649409381,0.21432656442580278,0.44895522928055676,0.1484075719143317,0.8968037339831468,0.45265910395978065,6000,True
0.8870023690713265,0.4118046103566698,0.47847463438073345,0.2979778094651432,1.172463729785241,0.43217029425059256,41000,True
0.8260602346958341,0.27790625439305694,0.6297294121934631,0.35323883785366705,1.1837424310036724,0.3482298046525344,11000,True
1.0082276626002828,0.37911453106610093,0.9134538764192979,0.1779159605573675,1.134173126407412,0.3051804740493872,16000,True
0.9366599242052966,0.5614395113596351,0.47393892346517824,0.2914633276366318,1.1693647169964732,0.5492455593954906,9000,True
0.9064229619659208,0.37784327911241744,0.4323774848005003,0.28532177498580064,1.0941373613017378,0.6151212172814529,18000,True
0.8157934150098857,0.5034519392556823,0.46263256926775886,0.38519716921554736,1.2990914935210696,0.6285401244460969,5000,True
1.0031554321238205,0.6758526604891751,0.5320919183509253,0.5181470815036032,1.1775387324842215,0.5772835494211717,14000,True
0.6845833229569382,0.22296332965131035,0.511949583614922,0.13158456477359437,0.8949300093707852,0.39564238993804357,13000,True
0.9562939011573489,0.29064893457961544,0.7440464998611717,0.26871907582682597,1.1703568347519036,0.42870585235150516,9000,True
0.8231017056087403,0.23049148769078145,0.6010354720595631,0.19393272114524432,1.0699549745931156,0.3142696275711086,5000,True
0.45373381979855604,0.3343948719516559,0.2338465190912789,0.19221105888322837,0.8891322532400125,0.36384299595592295,4000,True
0.9436388198761575,0.34545527851625735,0.7129662387223488,0.4115254649925732,1.260676587967448,0.3709790936416817,12000,True
1.1335990306111665,0.5345184012756706,0.6749324945624137,0.45607283908988755,1.3826241554877872,0.7600208501470587,12000,True
1.1090373080037355,0.5451463408014495,0.6276161998515118,0.45914752776959844,1.2456809948568464,0.7334438626594936,6000,True
0.7438775563387293,0.46577343330819143,0.43878423428343866,0.3371670913451895,1.1468518024728172,0.5923722180214915,15000,True
0.7785294761207902,0.2469370993960718,0.4802730462418645,0.1894887366900133,1.0546743527186817,0.3881881958750014,34000,True
0.6681442513923057,0.550814112813953,0.5030088662469058,0.15892179177780497,0.8820772650249382,0.6848781966102384,11000,True
0.931079892354574,0.3893348925658295,0.42912489055343955,0.3852053556666651,0.9991823655459635,0.5221905834495478,10000,True
0.7386657889336373,0.30401639683581555,0.5698381820692765,0.35349801684399135,0.9174980403715023,0.43168718164205067,11000,True
0.740613728068843,0.39810969380156597,0.4488141899292597,0.24685613913361193,1.1749007964923528,0.5284758396330128,6000,True
0.8262275829248882,0.24919434727592005,0.39538479252099273,0.2563099303483003,0.9654497177656126,0.5923001389876005,9000,True
0.9896650129828705,0.2790131944334514,0.7702916323515077,0.4168861911799398,1.2918939954743878,0.3680880775802519,7000,True
0.9850398822560928,0.6458571462955771,0.6341190010705415,0.27449225633711305,1.269881807399294,0.5726104047218671,9000,True
0.8692670546653245,0.41412257979791794,0.47528687487389176,0.29639315146923356,1.1458528035923032,0.7697493883722861,23000,True
1.0543617121214284,0.3243987652366677,0.5448181081624454,0.41926467265694806,1.163119298445865,0.3478930725597245,6000,True
0.9474114575208354,0.2714139446004466,0.7386174081280078,0.4173755920348936,1.2366055287274051,0.3589767021303208,16000,True
0.6968362528497186,0.386301657301369,0.4811554582116609,0.2257803597224397,0.92173521888642,0.6071410333522549,11000,True
0.7863370632295411,0.36995879282760924,0.38960901590526836,0.21553539726073428,1.245691654172951,0.539577614082039,6000,True
0.9744930130955747,0.5380096288435549,0.5254509047254735,0.31271981935497895,1.0369050301251277,0.703038348826374,6000,True
1.0843812903174348,0.3998006825233038,0.5575352757438331,0.28399495960386467,1.1931041448451118,0.5293787627421596,15000,True
0.9207139445755969,0.48306006865615686,0.5119796911417933,0.44557314802139436,1.1854121434788203,0.6357908097232952,7000,True
0.9466150014611522,0.4692269740159859,0.634329745468418,0.28228676494063154,1.1192082769327603,0.71551056908413,4000,True
0.8855300072548712,0.24021073079363905,0.4548611710275248,0.126931462501447,1.1342031005610018,0.721819755774791,15000,True
1.01199134616713,0.47853327620419733,0.5731399762931692,0.3484834559603667,1.3422533985719616,0.5948072929537104,10000,True
0.6948429836119949,0.41506600289090423,0.4216268016955921,0.25635004012933976,1.1936282815708634,0.5337520849413491,6000,True
0.7804426107445444,0.3484201124456789,0.4922411845656345,0.54781109690787,1.0193128408914232,0.47576394549864526,11000,True
1.0043241298706964,0.309475221854532,0.7700160061128121,0.25112713720546537,1.2428344741235613,0.7433368616487802,7000,True
1.1501570783736517,0.41527064747159304,0.784173799816566,0.6202274957055216,1.3268002862984405,0.7079450273356703,9000,True
0.9602454762532361,0.5144808380875125,0.7184899032959047,0.4325571332107985,1.3966552204565885,0.6498873724773447,4000,True
1.0784759167524467,0.2681465550959045,0.652647891201443,0.26171123161472826,1.1667285510163334,0.35248012600364925,6000,True
0.8196606678574487,0.632783617826651,0.5833413980250659,0.4522839098300027,1.0878554069929425,0.8332516116266595,5000,True
0.8870676378722302,0.19104902764761128,0.47029324783893056,0.30930390640002947,1.224413999993345,0.2749164125516165,9000,True
1.0149036481750786,0.4793039951832428,0.7537765595352227,0.3925208257863226,1.3365671155577696,0.799041149499432,10000,True
0.9776208408964208,0.4499188683751231,0.7012363310217129,0.4500669575723449,1.2201583215179568,0.5824440917455239,2000,True
0.8386996084770604,0.2697337249477943,0.5772868489906783,0.33277976575985657,1.0343235870580634,0.6412010096629392,6000,True
0.7242205765667499,0.5165717725477963,0.5102382678256326,0.27203410216699697,1.20176826892133,0.666680382565432,6000,True
0.8247363471957903,0.4545931323134673,0.5916432956137744,0.2348286341494782,1.179420599374001,0.6619053351384542,24000,True
0.8769509888010265,0.5545231297351327,0.5014126817329522,0.20613821088581663,1.3525557032623805,0.5516229516238383,4000,True
0.806713051585981,0.31258342224232716,0.5001921712661346,0.10687776485289388,1.068502022702154,0.5185652519376766,25000,True
1.0162217863936867,0.35321589147383586,0.8274349326673027,0.40518872432895525,1.215903860980465,0.5585799360121471,14000,True
0.8171208330928295,0.29975650844189017,0.44416199663973666,0.46375025743753345,1.0919436281633195,0.33339592147227975,14000,True
0.9395984424405713,0.23250124002855488,0.44844073339234714,0.37552914173512014,0.8927703415369516,0.4731439477409203,8000,True
1.088512179400117,0.2935229591345874,0.6184828484452112,0.22171245847985133,1.4136916846227294,0.4107718640239161,47000,True
0.9623019984816467,0.3806413091963298,0.6644967643340256,0.31513218712724245,1.2202167537871258,0.5124515953272125,4000,True
0.9026920716785141,0.30277957494439556,0.6381424496088592,0.3018564771483798,1.1522389093362706,0.777508924829446,5000,True
1.0550740784059556,0.7833693847754429,0.5842458682419316,0.6168080196756963,1.2869835113200636,0.9667552120970124,10000,True
0.7789373372825928,0.26067710017832746,0.4125437144065827,0.18672921143744003,0.9484451408757547,0.3788178936936471,5000,True
1.0124147430159929,0.4692954587135736,0.581334430029331,0.4419704026702268,1.31263859043141,0.6057856293878625,5000,True
0.9388277603408203,0.6184179874657474,0.822585879181403,0.20887113678896715,1.0860250596316008,0.7667513914890138,3000,True
0.8389217532664113,0.5158062657659085,0.5045803499380096,0.3282955611279766,1.1767762574826426,0.9686486394161558,10000,True
0.7964519495528543,0.40308864839555464,0.5694834552922788,0.2863403725418208,1.1340887485662936,0.6559168698606729,19000,True
0.8305896954177477,0.30244857770919686,0.6460096092856169,0.36325982725481787,0.9876849724202138,0.44013536027411476,7000,True
0.8174001427670576,0.38350743288925426,0.4254247238910291,0.30536673323228986,0.9463499263131664,0.497041594507906,12000,True
1.0819355252420968,0.3367834703383429,0.6466044980808213,0.2730912936283506,1.3786876848073266,0.6740094078147574,4000,True
1.143827223121888,0.4526853106751516,0.6703204235777238,0.2651571277139697,1.2496528276002001,0.7770353566696286,10000,True
0.8332379713798858,0.22465631082259707,0.6666126474921185,0.25154112711669235,1.0467025965204468,0.3218931435767771,5000,True
0.873672902282135,0.46086075553051103,0.4782102145604283,0.277346033156816,1.1067197839671037,0.6133009809719571,5000,True
0.7645999563675777,0.1634048727056391,0.46772750216452336,0.3319167736064601,1.0342235425436803,0.26958121645374783,7000,True
0.9252590888526778,0.30140363291769123,0.6225316534168815,0.44703639611419355,1.1701571848535057,0.3695189162491501,51000,True
0.8121594423027755,0.21334948706339144,0.3983397125454926,0.3394442349273748,1.0930400120775994,0.27276171860322507,7000,True
0.9479644274462068,0.3863286077078188,0.4905508263265162,0.5314463196960404,1.0676092541126425,0.8201663170215725,5000,True
0.8274188399269335,0.5933351604972125,0.4640184175715439,0.5200024592153115,1.0898825504075087,0.7966391747981157,4000,True
1.0342214525353772,0.21080479178243702,0.6253506837423779,0.4968102569967743,1.3577438598249294,0.30143672833294566,5000,True
0.744165142610482,0.3170042648192922,0.5427975493761178,0.14146043445608122,0.9279558581580672,0.44176726034208075,6000,True
